player_id,player_name,season,match_date,impact_score,rolling_5_match_impact,venue_name,opponent_team
1,RG Sharma,2018,2018-04-07,19.8333333333333,,Wankhede Stadium,Chennai Super Kings
1,RG Sharma,2018,2018-04-12,18.5,19.8333333333333,Rajiv Gandhi International Stadium,Sunrisers Hyderabad
1,RG Sharma,2018,2018-04-14,26.0,19.16666666666665,Wankhede Stadium,Delhi Capitals
1,RG Sharma,2018,2018-04-17,117.076923076923,21.444444444444432,Wankhede Stadium,Royal Challengers Bengaluru
1,RG Sharma,2018,2018-04-22,0.0,45.352564102564074,Sawai Mansingh Stadium,Rajasthan Royals
1,RG Sharma,2018,2018-04-24,10.0,36.282051282051256,Wankhede Stadium,Sunrisers Hyderabad
1,RG Sharma,2018,2018-04-28,64.9696969696969,34.315384615384595,Maharashtra Cricket Association Stadium,Chennai Super Kings
1,RG Sharma,2018,2018-05-01,16.0,43.60932400932397,M.Chinnaswamy Stadium,Royal Challengers Bengaluru
1,RG Sharma,2018,2018-05-04,29.5,41.60932400932397,Holkar Cricket Stadium,Punjab Kings
1,RG Sharma,2018,2018-05-06,16.5,24.093939393939376,Wankhede Stadium,Kolkata Knight Riders
1,RG Sharma,2018,2018-05-09,36.6129032258064,27.393939393939377,Eden Gardens,Kolkata Knight Riders
1,RG Sharma,2018,2018-05-13,0.0,32.71652003910066,Wankhede Stadium,Rajasthan Royals
1,RG Sharma,2018,2018-05-16,-1.0,19.72258064516128,Wankhede Stadium,Punjab Kings
1,RG Sharma,2018,2018-05-20,12.3181818181818,16.32258064516128,Arun Jaitley Stadium,Delhi Capitals
1,RG Sharma,2019,2019-03-24,12.769230769230699,12.886217008797644,Wankhede Stadium,Delhi Capitals
1,RG Sharma,2019,2019-03-28,54.545454545454504,12.140063162643788,M.Chinnaswamy Stadium,Royal Challengers Bengaluru
1,RG Sharma,2019,2019-03-30,39.2777777777777,15.726573426573406,Punjab Cricket Association IS Bindra Stadium,Punjab Kings
1,RG Sharma,2019,2019-04-03,7.7222222222222,23.58212898212895,Wankhede Stadium,Chennai Super Kings
1,RG Sharma,2019,2019-04-06,22.8571428571428,25.326573426573397,Rajiv Gandhi International Stadium,Sunrisers Hyderabad
1,RG Sharma,2019,2019-04-13,52.6875,27.434365634365587,Wankhede Stadium,Rajasthan Royals
1,RG Sharma,2019,2019-04-15,40.7368421052631,35.41801948051945,Wankhede Stadium,Royal Challengers Bengaluru
1,RG Sharma,2019,2019-04-18,33.1363636363636,32.65629699248117,Arun Jaitley Stadium,Delhi Capitals
1,RG Sharma,2019,2019-04-20,5.5,31.428014164198352,Sawai Mansingh Stadium,Rajasthan Royals
1,RG Sharma,2019,2019-04-26,73.9583333333333,30.983569719753906,MA Chidambaram Stadium,Chennai Super Kings
1,RG Sharma,2019,2019-04-28,13.5,41.203807814992004,Eden Gardens,Kolkata Knight Riders
1,RG Sharma,2019,2019-05-02,26.8333333333333,33.366307814992,Wankhede Stadium,Sunrisers Hyderabad
1,RG Sharma,2019,2019-05-05,65.4583333333333,30.58560606060603,Wankhede Stadium,Kolkata Knight Riders
1,RG Sharma,2019,2019-05-07,4.5,37.049999999999955,MA Chidambaram Stadium,Chennai Super Kings
1,RG Sharma,2019,2019-05-12,14.2142857142857,36.84999999999995,Rajiv Gandhi International Stadium,Chennai Super Kings
1,RG Sharma,2020,2020-09-19,12.0,24.901190476190436,Sheikh Zayed Stadium,Chennai Super Kings
1,RG Sharma,2020,2020-09-23,89.3148148148148,24.601190476190435,Sheikh Zayed Stadium,Kolkata Knight Riders
1,RG Sharma,2020,2020-09-28,17.0,37.09748677248674,Dubai International Cricket Stadium,Royal Challengers Bengaluru
1,RG Sharma,2020,2020-10-01,79.5555555555555,27.40582010582009,Sheikh Zayed Stadium,Punjab Kings
1,RG Sharma,2020,2020-10-04,15.0,42.416931216931175,Sharjah Cricket Stadium,Sunrisers Hyderabad
1,RG Sharma,2020,2020-10-06,57.2173913043478,42.57407407407404,Sheikh Zayed Stadium,Rajasthan Royals
1,RG Sharma,2020,2020-10-11,-3.8333333333333997,51.617552334943596,Sheikh Zayed Stadium,Delhi Capitals
1,RG Sharma,2020,2020-10-16,35.2222222222222,32.98792270531394,Sheikh Zayed Stadium,Kolkata Knight Riders
1,RG Sharma,2020,2020-10-18,17.0,36.63236714975837,Dubai International Cricket Stadium,Punjab Kings
1,RG Sharma,2020,2020-11-03,4.0,24.12125603864729,Sharjah Cricket Stadium,Sunrisers Hyderabad
1,RG Sharma,2020,2020-11-05,8.0,21.92125603864729,Dubai International Cricket Stadium,Delhi Capitals
1,RG Sharma,2020,2020-11-10,74.8333333333333,12.077777777777737,Dubai International Cricket Stadium,Delhi Capitals
1,RG Sharma,2021,2021-04-09,20.1666666666666,27.811111111111085,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru
1,RG Sharma,2021,2021-04-13,45.9375,24.799999999999955,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders
1,RG Sharma,2021,2021-04-17,34.8,30.587499999999956,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad
1,RG Sharma,2021,2021-04-20,50.1666666666666,36.747499999999945,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals
1,RG Sharma,2021,2021-04-23,66.6153846153846,45.18083333333325,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings
1,RG Sharma,2021,2021-04-29,10.235294117647,43.537243589743504,"Arun Jaitley Stadium, Delhi",Rajasthan Royals
1,RG Sharma,2021,2021-05-01,39.5833333333333,41.55096907993961,"Arun Jaitley Stadium, Delhi",Chennai Super Kings
1,RG Sharma,2021,2021-09-23,33.0,40.28013574660626,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders
1,RG Sharma,2021,2021-09-26,48.8571428571428,39.92013574660628,Dubai International Cricket Stadium,Royal Challengers Bengaluru
1,RG Sharma,2021,2021-09-28,3.5,39.65823098470155,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings
1,RG Sharma,2021,2021-10-02,9.5,27.035154061624645,Sharjah Cricket Stadium,Delhi Capitals
1,RG Sharma,2021,2021-10-05,28.4230769230769,26.88809523809523,Sharjah Cricket Stadium,Rajasthan Royals
1,RG Sharma,2021,2021-10-08,20.3461538461538,24.65604395604396,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad
1,RG Sharma,2022,2022-03-27,52.8125,22.12527472527472,"Brabourne Stadium, Mumbai",Delhi Capitals
1,RG Sharma,2022,2022-04-02,19.0,22.916346153846142,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals
1,RG Sharma,2022,2022-04-06,-7.5,26.016346153846143,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders
1,RG Sharma,2022,2022-04-09,33.3333333333333,22.616346153846145,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru
1,RG Sharma,2022,2022-04-13,34.9705882352941,23.598397435897414,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings
1,RG Sharma,2022,2022-04-16,14.5,26.52328431372548,"Brabourne Stadium, Mumbai",Lucknow Super Giants
1,RG Sharma,2022,2022-04-21,0.0,18.860784313725482,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings
1,RG Sharma,2022,2022-04-24,50.0806451612903,15.060784313725481,"Wankhede Stadium, Mumbai",Lucknow Super Giants
1,RG Sharma,2022,2022-04-30,10.0,26.57691334598353,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals
1,RG Sharma,2022,2022-05-06,49.8571428571428,21.910246679316877,"Brabourne Stadium, Mumbai",Gujarat Titans
1,RG Sharma,2022,2022-05-09,2.0,24.887557603686627,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders
1,RG Sharma,2022,2022-05-12,27.857142857142797,22.387557603686627,"Wankhede Stadium, Mumbai",Chennai Super Kings
1,RG Sharma,2022,2022-05-17,53.3333333333333,27.958986175115207,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad
1,RG Sharma,2022,2022-05-21,-1.4615384615385008,28.609523809523807,"Wankhede Stadium, Mumbai",Delhi Capitals
1,RG Sharma,2023,2023-04-02,-11.0,26.317216117216095,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru
1,RG Sharma,2023,2023-04-08,26.6538461538461,14.145787545787517,"Wankhede Stadium, Mumbai",Chennai Super Kings
1,RG Sharma,2023,2023-04-11,73.4444444444444,19.076556776556753,"Arun Jaitley Stadium, Delhi",Delhi Capitals
1,RG Sharma,2023,2023-04-16,24.884615384615298,28.19401709401709,"Wankhede Stadium, Mumbai",Kolkata Knight Riders
1,RG Sharma,2023,2023-04-18,41.5555555555555,22.50427350427349,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad
1,RG Sharma,2023,2023-04-22,52.2962962962962,31.107692307692332,"Wankhede Stadium, Mumbai",Punjab Kings
1,RG Sharma,2023,2023-04-25,2.0,43.76695156695155,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans
